employee_id,department,job_level,experience_years,on_time_delivery_rate,bug_count,training_hours,avg_login_hours,peer_score,manager_score,target_perf_band
EMP_01015,Marketing,Mid,17.6,0.65,0,14,7.6,2.4,2.6,Low
EMP_01016,Customer Support,Senior,18.5,0.61,0,14,8.4,3.8,4.2,Medium
EMP_01017,Engineering,Junior,13.6,0.78,10,8,9.5,2.0,3.1,Low
EMP_01018,Sales,Mid,18.7,0.76,0,19,9.7,3.3,2.7,Medium
EMP_01019,Customer Support,Mid,8.3,1.0,1,16,9.6,3.0,2.8,Medium
EMP_01020,Engineering,Junior,19.1,0.8,9,11,8.3,3.9,1.4,Low
EMP_01021,Marketing,Mid,14.2,1.0,0,18,6.7,2.9,4.1,High
EMP_01022,Engineering,Senior,1.3,0.44,12,11,7.7,2.8,3.3,Low
EMP_01023,Customer Support,Senior,18.2,0.55,0,14,8.2,3.8,2.5,Medium
EMP_01024,HR,Junior,9.9,0.53,1,16,10.5,3.9,4.6,High
EMP_01025,Customer Support,Junior,9.5,0.87,1,9,7.4,2.7,3.5,Medium
EMP_01026,Sales,Junior,11.5,0.98,0,11,8.5,4.0,1.7,Medium
EMP_01027,Customer Support,Senior,3.4,0.52,2,14,6.4,5.0,4.1,Medium
EMP_01028,Customer Support,Junior,9.6,0.63,1,17,8.7,3.1,2.7,Low
EMP_01029,Engineering,Senior,16.7,0.59,9,7,8.1,2.5,4.0,Low
EMP_01030,Customer Support,Junior,0.8,0.34,2,24,8.0,3.5,3.9,Medium
EMP_01031,Engineering,Mid,5.8,0.77,11,15,9.5,2.4,3.6,Medium
EMP_01032,Sales,Mid,0.5,0.64,2,14,7.2,3.3,2.5,Low
EMP_01033,Engineering,Senior,8.6,0.69,11,15,10.3,3.1,2.5,Medium
EMP_01034,Engineering,Junior,14.7,0.54,10,12,7.1,4.1,3.5,Medium
EMP_01035,Engineering,Mid,16.1,1.0,9,13,10.2,2.1,2.7,Low
EMP_01036,Marketing,Junior,18.9,0.71,0,7,5.8,2.2,4.5,Medium
EMP_01037,Engineering,Senior,12.4,0.8,10,23,8.7,3.8,3.4,Medium
EMP_01038,Marketing,Senior,5.5,0.44,1,18,9.1,3.9,2.7,Low
EMP_01039,Engineering,Junior,18.5,0.76,9,18,7.7,1.8,4.3,Medium
EMP_01040,Engineering,Senior,15.6,0.8,9,18,8.6,4.7,2.0,Medium
EMP_01041,Sales,Mid,11.7,0.77,0,9,7.7,4.2,3.4,Medium
EMP_01042,Marketing,Junior,14.1,0.76,0,8,8.9,3.0,3.9,Medium
EMP_01043,Engineering,Mid,18.5,0.86,9,12,8.6,3.6,2.7,Medium
EMP_01044,Sales,Junior,14.4,0.57,0,10,11.5,1.9,3.2,Low
EMP_01045,Customer Support,Senior,7.7,0.71,1,9,6.1,4.1,3.0,Medium
EMP_01046,Sales,Senior,14.4,0.76,0,18,8.5,2.8,2.6,Medium
EMP_01047,Engineering,Junior,1.3,0.65,12,18,7.6,3.2,3.6,Low
EMP_01048,Engineering,Mid,8.0,0.69,11,14,8.4,3.4,4.2,Medium
EMP_01049,Customer Support,Senior,8.4,0.49,1,14,8.0,4.5,5.0,High
EMP_01050,Engineering,Lead,3.8,0.44,12,18,7.7,3.9,4.1,Low
EMP_01051,Customer Support,Mid,1.0,0.28,2,22,7.4,3.2,3.3,Low
EMP_01052,Sales,Lead,3.1,0.75,2,12,9.3,3.0,4.4,Medium
EMP_01053,Customer Support,Mid,13.3,0.86,0,16,7.6,3.7,2.6,Medium
EMP_01054,Marketing,Mid,16.1,0.89,0,16,8.2,3.4,3.1,Medium
EMP_01055,HR,Senior,19.8,0.84,0,16,8.5,3.3,4.3,Medium
EMP_01056,Engineering,Mid,7.3,0.35,11,17,7.1,3.5,3.0,Low
EMP_01057,Marketing,Mid,12.2,0.57,0,12,9.1,3.3,3.5,Medium
EMP_01058,Sales,Mid,18.8,0.81,0,26,6.8,2.2,2.9,Medium
EMP_01059,Sales,Senior,3.8,0.66,2,11,8.9,3.5,3.3,Medium
EMP_01060,Sales,Senior,14.5,0.71,0,16,8.8,3.5,3.4,High
EMP_01061,Customer Support,Mid,15.2,0.81,0,17,8.0,3.6,3.9,High
EMP_01062,HR,Mid,2.2,0.62,2,16,6.6,2.7,3.6,Medium
EMP_01063,Marketing,Mid,17.3,0.79,0,17,8.2,2.9,4.1,High
EMP_01064,Sales,Mid,16.4,0.67,0,26,6.7,4.8,3.8,High
EMP_01065,Sales,Junior,1.2,0.76,2,18,8.0,2.9,3.3,Medium
EMP_01066,Marketing,Senior,2.3,0.56,2,12,9.4,3.9,3.0,Medium
EMP_01067,Engineering,Mid,1.5,0.42,12,16,8.2,2.9,2.8,Low
EMP_01068,Engineering,Mid,7.0,0.55,11,16,10.1,2.0,1.3,Low
EMP_01069,Engineering,Junior,10.4,0.65,10,21,8.6,3.4,3.4,Medium
EMP_01070,Engineering,Junior,10.9,0.86,10,11,9.4,4.0,2.6,Medium
EMP_01071,Engineering,Lead,5.7,0.65,11,14,9.3,3.2,2.8,Low
EMP_01072,Engineering,Mid,18.3,0.76,9,6,10.3,1.9,3.3,Low
EMP_01073,Engineering,Junior,7.7,0.49,11,9,6.2,1.7,3.1,Low
EMP_01074,Engineering,Mid,1.4,0.73,12,12,7.4,4.4,3.9,Medium
EMP_01075,HR,Mid,6.4,0.57,1,16,8.2,3.5,3.4,High
EMP_01076,Sales,Junior,10.9,0.69,0,13,9.4,4.0,4.8,High
EMP_01077,Engineering,Mid,8.5,0.91,11,9,8.5,3.7,5.0,High
EMP_01078,Marketing,Mid,5.8,0.73,1,16,8.2,2.6,3.3,Medium
EMP_01079,Engineering,Mid,3.1,0.39,12,15,9.7,3.3,2.8,Low
EMP_01080,Customer Support,Mid,16.5,0.5,0,15,7.7,2.1,2.1,Low
EMP_01081,Marketing,Mid,19.9,0.79,0,22,7.6,4.3,5.0,High
EMP_01082,Engineering,Lead,6.9,0.49,11,15,9.0,3.8,2.9,Medium
EMP_01083,Sales,Mid,7.9,0.78,1,17,11.8,4.1,3.1,Medium
EMP_01084,Customer Support,Junior,12.6,0.73,0,8,8.2,4.5,2.9,Medium
EMP_01085,Customer Support,Junior,14.5,0.77,0,17,7.2,3.2,3.2,Medium
EMP_01086,Sales,Mid,8.1,0.57,1,17,7.3,2.9,3.1,Low
EMP_01087,Sales,Senior,18.1,1.0,0,17,7.7,3.4,4.2,High
EMP_01088,Engineering,Junior,11.4,1.0,10,14,10.2,4.5,1.3,Low
EMP_01089,HR,Senior,9.3,0.65,1,15,7.7,2.2,3.3,Low
EMP_01090,Engineering,Junior,13.1,0.78,10,18,8.7,3.5,4.1,High
EMP_01091,Customer Support,Mid,19.1,0.81,0,16,8.1,4.1,2.9,High
EMP_01092,Sales,Senior,16.0,0.72,0,16,6.2,3.7,4.0,High
EMP_01093,Sales,Mid,1.3,0.49,2,15,7.7,4.4,3.6,Medium
EMP_01094,Sales,Mid,7.0,0.51,1,20,4.5,2.3,2.9,Low
EMP_01095,Engineering,Junior,9.7,0.53,11,12,8.5,4.4,2.1,Low
EMP_01096,Engineering,Senior,6.6,0.73,11,16,8.9,3.0,3.8,Medium
EMP_01097,Engineering,Junior,14.2,0.66,10,11,6.9,1.8,3.8,Low
EMP_01098,Engineering,Senior,16.6,0.38,9,22,7.4,3.2,2.9,Low
EMP_01099,Marketing,Junior,14.8,0.81,0,23,6.2,2.8,4.1,High
EMP_01100,Engineering,Senior,19.8,0.79,9,20,4.9,3.4,3.1,Medium
EMP_01101,Engineering,Mid,5.8,0.86,11,10,5.9,2.3,4.3,Medium
EMP_01102,HR,Senior,17.6,0.83,0,17,9.2,3.4,3.7,High
EMP_01103,Customer Support,Mid,15.4,0.53,0,14,7.7,3.0,4.7,Medium
EMP_01104,Customer Support,Lead,7.6,0.34,1,11,8.5,5.0,3.8,Medium
EMP_01105,HR,Junior,14.8,0.64,0,13,11.3,3.6,3.5,Medium
EMP_01106,Engineering,Junior,2.5,0.53,12,17,9.7,3.7,2.0,Low
EMP_01107,Engineering,Mid,15.9,0.9,9,15,9.0,3.3,3.5,Medium
EMP_01108,Marketing,Junior,10.9,0.71,0,12,7.5,4.5,3.3,Medium
EMP_01109,Marketing,Junior,6.2,0.83,1,15,10.5,3.9,4.8,High
EMP_01110,Engineering,Lead,13.3,0.53,10,18,10.1,4.7,3.7,High
EMP_01111,Customer Support,Lead,13.0,0.87,0,18,9.5,4.3,4.1,High
EMP_01112,Engineering,Mid,4.6,0.75,12,25,8.2,3.2,4.6,Medium
EMP_01113,Engineering,Lead,1.1,0.31,12,17,6.8,4.1,4.6,Medium
EMP_01114,Sales,Mid,9.0,0.89,1,9,10.5,4.2,3.4,High
EMP_01115,Sales,Junior,11.6,0.73,0,13,9.5,4.3,5.0,High
EMP_01116,Sales,Senior,17.6,0.83,0,16,7.9,3.8,3.1,High
EMP_01117,Engineering,Mid,18.6,0.66,9,11,7.8,2.4,4.6,Medium
EMP_01118,Customer Support,Lead,10.8,0.9,0,10,6.4,3.5,2.9,Medium
EMP_01119,Engineering,Junior,15.2,0.57,9,18,9.3,3.6,4.2,Medium
EMP_01120,Engineering,Mid,9.1,0.82,11,10,8.5,3.6,2.7,Low
EMP_01121,Customer Support,Junior,15.0,0.87,0,13,8.8,4.4,4.0,High
EMP_01122,HR,Junior,4.5,0.5,2,16,9.6,3.0,2.8,Low
EMP_01123,Customer Support,Junior,7.7,0.97,1,7,9.3,3.6,2.7,Medium
EMP_01124,Customer Support,Lead,12.9,0.76,0,14,6.9,3.4,2.7,Low
EMP_01125,Marketing,Senior,0.9,0.71,2,16,8.2,4.0,3.9,Medium
EMP_01126,Sales,Senior,14.6,0.52,0,14,8.8,4.9,3.9,Medium
EMP_01127,Engineering,Mid,16.8,1.0,9,10,8.9,4.0,3.9,Medium
EMP_01128,Sales,Mid,8.3,0.5,1,15,5.8,3.9,3.7,Medium
EMP_01129,Engineering,Junior,9.2,0.85,11,18,6.7,2.7,3.1,Medium
EMP_01130,Engineering,Junior,17.1,0.62,9,15,9.2,2.3,2.9,Low
EMP_01131,Marketing,Mid,15.6,0.66,0,16,9.2,3.7,2.7,Low
EMP_01132,Sales,Senior,6.1,0.78,1,11,10.6,3.4,2.6,Low
EMP_01133,Engineering,Mid,6.8,0.82,11,15,5.9,3.9,4.5,Medium
EMP_01134,Engineering,Junior,13.7,0.55,10,14,9.5,3.0,2.7,Low
EMP_01135,Marketing,Junior,11.5,0.88,0,15,8.8,4.6,2.8,High
EMP_01136,Engineering,Junior,3.7,0.79,12,12,6.6,2.5,2.7,Low
EMP_01137,Customer Support,Mid,6.5,0.52,1,13,5.5,3.3,2.4,Low
EMP_01138,Sales,Lead,18.0,1.0,0,9,9.6,3.2,3.7,Medium
EMP_01139,Sales,Mid,13.9,0.52,0,17,6.7,4.4,3.1,Medium
EMP_01140,Sales,Senior,19.7,0.7,0,14,6.2,3.3,3.4,Medium
EMP_01141,Customer Support,Mid,15.5,0.83,0,14,8.9,3.0,3.4,Medium
EMP_01142,Engineering,Mid,18.9,0.66,9,12,8.2,3.6,3.7,Low
EMP_01143,Marketing,Junior,4.7,0.69,2,11,9.1,2.9,3.6,Medium
EMP_01144,Sales,Senior,15.5,0.79,0,17,8.8,3.5,4.4,High
EMP_01145,Engineering,Senior,0.9,0.58,12,17,13.2,3.4,3.0,Low
EMP_01146,Customer Support,Junior,13.6,0.86,0,14,9.3,5.0,3.0,High
EMP_01147,Marketing,Mid,9.7,0.66,1,17,9.2,3.1,3.4,Low
EMP_01148,Marketing,Mid,7.3,0.71,1,12,6.9,3.4,3.4,Medium
EMP_01149,Customer Support,Mid,17.3,0.94,0,14,10.5,3.7,2.3,Medium
EMP_01150,Customer Support,Lead,17.2,0.89,0,11,7.4,3.7,2.2,Medium
EMP_01151,Marketing,Mid,0.9,0.73,2,16,6.8,4.3,3.4,High
EMP_01152,Customer Support,Mid,12.4,0.55,0,8,7.9,5.0,4.6,High
EMP_01153,Marketing,Junior,7.7,0.76,1,10,8.9,2.9,4.7,High
EMP_01154,Marketing,Junior,8.6,0.55,1,12,7.5,3.9,2.6,Low
EMP_01155,Sales,Junior,16.7,0.57,0,15,6.9,3.4,3.2,Low
EMP_01156,Marketing,Junior,6.5,0.65,1,11,6.9,3.8,3.6,Medium
EMP_01157,Engineering,Senior,18.9,0.65,9,5,8.5,4.4,3.7,Medium
EMP_01158,Customer Support,Senior,4.0,0.76,2,18,9.0,4.8,2.7,Medium
EMP_01159,Customer Support,Junior,13.4,0.86,0,16,9.2,4.2,4.9,High
EMP_01160,Engineering,Senior,13.6,0.45,10,14,5.9,3.8,3.0,Low
EMP_01161,Customer Support,Junior,5.4,0.53,1,18,7.0,4.3,3.8,Medium
EMP_01162,Engineering,Mid,6.8,0.45,11,12,9.6,2.8,3.2,Medium
EMP_01163,Engineering,Junior,16.8,0.7,9,17,7.6,2.9,3.2,Medium
EMP_01164,Marketing,Mid,15.4,0.82,0,20,8.5,3.6,4.1,High
EMP_01165,Engineering,Junior,6.9,0.63,11,15,12.1,4.4,4.3,Medium
EMP_01166,Customer Support,Mid,10.9,0.62,0,18,4.8,3.3,4.0,Medium
EMP_01167,Customer Support,Mid,1.7,0.81,2,23,8.0,3.3,2.8,Medium
EMP_01168,Sales,Lead,4.6,0.3,2,17,9.3,1.9,2.4,Low
EMP_01169,Engineering,Junior,10.0,0.89,10,9,6.7,5.0,5.0,High
EMP_01170,Engineering,Junior,2.2,0.54,12,14,8.0,3.3,3.7,Low
EMP_01171,Sales,Junior,16.9,0.76,0,8,6.4,1.3,2.8,Low
EMP_01172,HR,Mid,14.5,0.67,0,12,9.1,3.6,4.3,High
EMP_01173,Sales,Junior,18.9,1.0,0,12,7.2,3.9,2.8,Medium
EMP_01174,Engineering,Senior,14.0,0.56,10,15,7.6,3.3,5.0,Medium
EMP_01175,Sales,Mid,18.8,0.79,0,12,9.5,2.8,3.2,Medium
EMP_01176,Sales,Mid,11.3,0.79,0,19,9.0,4.2,4.2,High
EMP_01177,Marketing,Mid,12.2,0.48,0,12,9.7,4.1,3.5,Medium
EMP_01178,Engineering,Junior,19.6,0.66,9,20,10.8,3.9,2.3,Low
EMP_01179,Marketing,Junior,13.0,0.71,0,11,8.3,2.9,2.7,Medium
EMP_01180,Sales,Mid,1.1,0.48,2,14,11.4,3.0,2.9,Low
EMP_01181,HR,Mid,14.6,0.62,0,15,8.5,3.2,3.0,Medium
EMP_01182,Engineering,Junior,18.2,0.73,9,9,10.2,3.2,3.6,Medium
EMP_01183,Sales,Junior,16.0,0.86,0,16,8.2,4.0,1.6,Medium
EMP_01184,Customer Support,Lead,11.9,0.67,0,14,9.5,3.2,3.7,Medium
EMP_01185,Engineering,Junior,13.6,0.9,10,10,7.6,2.7,1.9,Low
EMP_01186,Customer Support,Senior,19.8,0.65,0,19,10.2,3.8,3.8,High
EMP_01187,Marketing,Senior,2.3,0.44,2,10,9.9,5.0,2.9,Medium
EMP_01188,Engineering,Junior,13.5,1.0,10,12,7.9,2.9,3.6,High
EMP_01189,Engineering,Junior,6.0,0.56,11,13,8.4,2.9,2.4,Low
EMP_01190,Marketing,Junior,13.0,0.53,0,14,6.8,3.4,3.0,Medium
EMP_01191,Engineering,Mid,12.3,0.46,10,14,9.6,4.1,1.9,Low
EMP_01192,Sales,Mid,3.5,0.8,2,17,9.5,4.0,2.5,Medium
EMP_01193,Engineering,Senior,4.5,0.59,12,16,6.4,3.4,4.6,Medium
EMP_01194,Sales,Lead,12.6,0.69,0,15,11.5,3.2,4.6,Medium
EMP_01195,Engineering,Mid,3.0,0.61,12,17,8.8,5.0,2.5,Low
EMP_01196,Customer Support,Junior,5.7,0.81,1,17,7.9,4.4,3.2,High
EMP_01197,HR,Junior,16.8,0.74,0,11,10.0,4.9,3.9,High
EMP_01198,HR,Senior,6.9,1.0,1,14,7.4,4.1,3.6,High
EMP_01199,Marketing,Junior,10.0,0.72,0,19,10.2,3.4,3.0,Medium
EMP_01200,Engineering,Junior,18.9,0.95,9,14,6.4,3.8,2.3,Medium
EMP_01201,Marketing,Senior,4.9,0.77,2,12,7.9,4.9,4.2,High
EMP_01202,Engineering,Mid,8.1,0.68,11,13,8.1,3.9,3.1,Medium
EMP_01203,Engineering,Lead,12.3,0.63,10,23,7.4,2.1,2.2,Low
EMP_01204,Engineering,Mid,15.2,0.8,9,20,7.1,4.6,3.5,Medium
EMP_01205,Sales,Junior,18.1,0.86,0,10,7.5,4.7,3.2,High
EMP_01206,Marketing,Lead,18.4,0.7,0,18,7.4,4.5,3.1,Medium
EMP_01207,Marketing,Junior,15.6,0.78,0,17,7.5,2.4,3.6,Medium
EMP_01208,Sales,Mid,5.0,0.84,1,21,10.4,3.8,3.3,High
EMP_01209,Engineering,Mid,1.0,0.92,12,10,8.9,4.3,4.4,High
EMP_01210,HR,Junior,8.0,0.81,1,16,8.1,3.5,2.8,Medium
EMP_01211,Sales,Mid,3.3,0.91,2,17,9.3,3.8,2.9,High
EMP_01212,Sales,Junior,14.4,0.65,0,12,8.1,3.9,4.1,High
EMP_01213,Engineering,Mid,13.4,0.84,10,11,7.0,2.8,5.0,High
EMP_01214,Marketing,Mid,1.4,0.81,2,13,5.8,3.9,5.0,High
EMP_01215,Marketing,Senior,16.8,0.63,0,17,9.7,2.7,4.1,Medium
EMP_01216,Engineering,Senior,5.4,0.58,11,5,4.9,3.4,3.2,Low
EMP_01217,Engineering,Junior,8.9,0.95,11,20,5.9,3.0,3.1,Medium
EMP_01218,Marketing,Mid,13.5,0.59,0,17,9.0,4.2,3.2,Medium
EMP_01219,Marketing,Mid,8.9,0.49,1,12,8.2,4.0,2.1,Low
EMP_01220,Engineering,Junior,9.1,0.92,11,16,10.4,4.0,4.0,Medium
EMP_01221,HR,Senior,1.8,0.8,2,18,7.2,3.7,4.6,Medium
EMP_01222,Engineering,Senior,8.3,0.75,11,19,9.4,3.8,3.4,Medium
EMP_01223,Sales,Junior,15.4,0.75,0,17,7.9,5.0,5.0,High
EMP_01224,Customer Support,Mid,18.3,0.72,0,19,9.0,4.6,5.0,High
EMP_01225,Sales,Junior,8.6,0.73,1,18,8.5,2.7,4.2,Medium
EMP_01226,Sales,Mid,8.8,0.92,1,12,9.0,3.1,3.0,Medium
EMP_01227,Engineering,Junior,14.2,0.78,10,5,8.5,3.3,2.8,Low
EMP_01228,Engineering,Lead,18.9,1.0,9,14,8.6,3.3,4.1,High
EMP_01229,HR,Senior,5.7,0.52,1,15,6.6,2.8,4.3,Medium
EMP_01230,Sales,Mid,9.1,0.69,1,20,8.3,4.0,3.0,Medium
EMP_01231,Customer Support,Mid,16.0,0.7,0,17,9.1,3.5,2.6,Medium
EMP_01232,Engineering,Lead,12.4,0.56,10,11,8.1,3.7,2.1,Low
EMP_01233,Engineering,Mid,2.7,0.6,12,11,8.0,2.1,2.7,Low
EMP_01234,Engineering,Junior,12.7,0.79,10,12,5.4,2.2,3.2,Medium
EMP_01235,Marketing,Mid,4.1,0.72,2,14,10.5,3.1,4.4,High
EMP_01236,Engineering,Senior,10.4,1.0,10,21,6.1,4.0,3.0,High
EMP_01237,Customer Support,Mid,10.8,0.78,0,20,7.3,3.9,1.0,Low
EMP_01238,Sales,Mid,17.6,0.95,0,7,7.0,4.3,3.0,Medium
EMP_01239,HR,Senior,9.5,0.7,1,21,8.6,2.9,3.2,Medium
EMP_01240,Engineering,Senior,5.9,0.91,11,17,8.7,4.0,3.2,Medium
EMP_01241,Customer Support,Lead,5.0,1.0,1,19,9.2,4.7,1.4,Medium
EMP_01242,Marketing,Junior,17.5,0.85,0,16,9.3,4.2,3.2,High
EMP_01243,Marketing,Mid,3.8,0.49,2,19,10.8,2.5,4.6,Medium
EMP_01244,Customer Support,Senior,8.8,0.61,1,18,7.7,4.4,3.1,Low
EMP_01245,Marketing,Senior,4.1,0.68,2,18,7.0,3.8,3.0,Medium
EMP_01246,Sales,Mid,15.6,0.82,0,10,7.8,3.9,2.9,High
EMP_01247,Engineering,Junior,9.8,0.8,11,15,6.5,5.0,3.6,Medium
EMP_01248,Engineering,Senior,7.3,0.74,11,14,7.7,3.7,2.3,Low
EMP_01249,Customer Support,Senior,7.5,0.68,1,15,5.9,4.0,2.6,Medium
EMP_01250,Sales,Junior,17.1,0.68,0,12,6.9,3.6,4.4,High
EMP_01251,Marketing,Mid,11.3,0.77,0,16,5.7,3.3,4.0,High
EMP_01252,Sales,Junior,14.5,1.0,0,16,10.0,3.8,3.1,High
EMP_01253,Engineering,Mid,18.0,0.93,9,14,8.4,3.2,3.9,Medium
EMP_01254,Engineering,Junior,18.1,0.86,9,19,11.0,3.6,2.8,Medium
EMP_01255,Marketing,Mid,6.9,0.82,1,21,9.9,3.3,2.8,Medium
EMP_01256,Sales,Mid,19.1,0.74,0,7,10.0,1.8,2.7,Low
EMP_01257,Engineering,Mid,1.0,0.53,12,22,8.0,3.1,2.2,Low
EMP_01258,Sales,Mid,7.8,0.57,1,9,8.9,4.3,3.4,High
EMP_01259,Engineering,Senior,18.0,0.76,9,15,6.9,3.9,5.0,High
EMP_01260,Sales,Junior,5.9,0.6,1,15,7.4,3.3,1.9,Low
EMP_01261,Engineering,Junior,5.8,0.84,11,20,8.2,3.6,4.8,High
EMP_01262,Marketing,Senior,6.4,0.59,1,10,5.6,2.9,1.3,Low
EMP_01263,Engineering,Junior,12.4,0.6,10,16,7.4,2.9,3.9,Medium
EMP_01264,Sales,Lead,9.0,0.98,1,9,9.4,3.5,2.0,Low
EMP_01265,Engineering,Senior,14.7,0.68,10,9,7.5,3.3,3.9,Medium
EMP_01266,Engineering,Mid,18.0,0.8,9,11,7.1,2.9,2.8,Low
EMP_01267,Engineering,Lead,13.6,0.8,10,16,7.6,3.4,4.1,High
EMP_01268,Sales,Junior,4.5,0.47,2,14,9.3,2.6,2.9,Low
EMP_01269,Sales,Mid,18.7,0.97,0,10,8.7,4.8,3.9,High
EMP_01270,Engineering,Mid,5.7,0.75,11,23,7.9,4.2,3.3,Medium
EMP_01271,Marketing,Mid,3.4,0.87,2,14,8.2,1.8,4.5,Medium
EMP_01272,Customer Support,Lead,2.3,0.52,2,17,9.5,4.2,3.3,Medium
EMP_01273,Marketing,Junior,11.5,0.73,0,20,10.2,3.2,3.7,Medium
EMP_01274,Engineering,Mid,2.7,0.63,12,14,7.5,3.1,3.5,Low
EMP_01275,Sales,Mid,3.2,0.67,2,16,8.1,4.1,4.2,High
EMP_01276,Engineering,Mid,6.4,0.45,11,14,10.1,3.4,4.2,Medium
EMP_01277,Engineering,Junior,6.0,0.68,11,17,9.0,3.2,3.5,Medium
EMP_01278,HR,Mid,12.3,0.51,0,18,6.1,2.4,2.1,Low
EMP_01279,Engineering,Senior,16.4,0.82,9,12,6.9,4.2,2.7,Medium
EMP_01280,Sales,Junior,15.3,0.43,0,13,6.9,4.3,4.1,Medium
EMP_01281,Sales,Senior,5.6,0.38,1,20,7.6,3.6,2.3,Low
EMP_01282,Marketing,Mid,5.3,0.78,1,16,8.8,2.6,2.9,Medium
EMP_01283,Sales,Senior,19.3,0.71,0,9,11.0,3.7,3.0,Medium
EMP_01284,Engineering,Senior,0.7,0.46,12,10,8.1,4.0,3.3,Medium
EMP_01285,Engineering,Junior,17.7,0.97,9,17,9.2,3.5,3.2,Medium
EMP_01286,Sales,Mid,4.4,0.69,2,10,9.9,4.2,3.5,Medium
EMP_01287,Engineering,Senior,19.0,0.92,9,18,10.4,3.6,2.6,Low
EMP_01288,Engineering,Mid,7.2,0.65,11,14,9.9,3.7,2.8,Medium
EMP_01289,Engineering,Lead,9.1,1.0,11,18,7.1,4.7,4.9,High
EMP_01290,Engineering,Mid,14.3,0.65,10,19,6.0,3.1,4.6,High
EMP_01291,Engineering,Junior,12.0,0.98,10,10,7.3,2.2,3.9,Medium
EMP_01292,Engineering,Mid,6.7,0.66,11,12,8.5,3.4,4.0,Medium
EMP_01293,Sales,Lead,11.3,0.46,0,19,7.1,3.0,3.7,Medium
EMP_01294,Marketing,Mid,14.7,0.82,0,12,5.8,2.4,3.4,Low
EMP_01295,Customer Support,Senior,1.3,0.66,2,14,6.4,4.0,2.8,Medium
EMP_01296,Engineering,Senior,0.7,0.45,12,11,12.7,3.5,4.6,Medium
EMP_01297,Engineering,Mid,9.4,0.56,11,10,7.9,2.0,5.0,Medium
EMP_01298,Engineering,Junior,3.1,0.63,12,9,10.9,4.7,3.0,Medium
EMP_01299,Sales,Senior,13.5,0.79,0,17,7.8,2.9,4.4,Medium
EMP_01300,Marketing,Mid,4.7,0.28,2,12,9.4,3.0,3.1,Low
EMP_01301,Engineering,Senior,8.9,0.85,11,18,8.0,4.3,2.8,Medium
EMP_01302,Customer Support,Mid,4.4,0.57,2,16,8.2,3.8,3.1,Medium
EMP_01303,Engineering,Mid,11.2,0.51,10,18,9.4,4.4,3.2,Low
EMP_01304,Sales,Senior,2.8,0.77,2,25,7.6,1.8,4.0,Medium
EMP_01305,Marketing,Mid,1.0,0.61,2,13,6.4,3.3,3.1,Medium
EMP_01306,Customer Support,Mid,1.5,0.8,2,11,7.0,3.6,4.2,High
EMP_01307,Marketing,Mid,19.1,0.86,0,17,7.0,4.5,2.9,High
EMP_01308,Customer Support,Mid,3.3,0.63,2,10,8.3,2.8,3.4,Medium
EMP_01309,Engineering,Mid,14.3,0.72,10,21,5.4,3.2,2.6,Low
EMP_01310,Customer Support,Senior,1.8,0.69,2,13,8.7,3.6,2.4,Medium
EMP_01311,Engineering,Mid,2.6,0.56,12,14,10.1,4.1,3.8,Medium
EMP_01312,Customer Support,Mid,10.4,0.58,0,20,7.4,2.6,3.6,Medium
EMP_01313,Sales,Mid,9.6,0.79,1,17,7.2,4.1,3.1,High
EMP_01314,Customer Support,Junior,19.1,0.77,0,10,11.2,3.0,2.7,Low
EMP_01315,Sales,Junior,18.9,0.79,0,17,10.4,3.8,2.5,Medium
EMP_01316,Sales,Lead,15.7,0.92,0,14,8.8,3.3,3.8,High
EMP_01317,Sales,Senior,12.2,0.7,0,15,7.1,3.7,2.9,Medium
EMP_01318,Marketing,Mid,9.4,0.7,1,16,9.1,3.7,4.8,High
EMP_01319,Engineering,Mid,7.4,0.58,11,11,6.7,4.5,3.6,High
EMP_01320,Engineering,Junior,19.0,0.85,9,14,6.2,3.3,3.9,Medium
EMP_01321,Engineering,Mid,12.3,0.78,10,18,8.9,3.3,4.6,Medium
EMP_01322,Engineering,Mid,11.8,0.85,10,10,7.5,4.4,2.8,Medium
EMP_01323,Customer Support,Mid,5.0,0.56,1,11,5.2,4.6,3.8,High
EMP_01324,Engineering,Mid,1.4,0.55,12,15,9.1,3.2,3.9,Low
EMP_01325,HR,Junior,18.9,0.91,0,14,10.4,4.1,3.1,Medium
EMP_01326,Engineering,Junior,6.6,0.7,11,20,9.2,2.8,2.2,Low
EMP_01327,Engineering,Lead,9.1,0.56,11,22,7.5,4.1,1.8,Low
EMP_01328,Marketing,Mid,2.7,0.82,2,18,5.0,4.2,2.8,High
EMP_01329,Marketing,Mid,16.8,0.51,0,12,8.4,3.3,4.4,Medium
EMP_01330,Sales,Junior,1.0,0.73,2,21,7.2,4.4,2.8,High
EMP_01331,Sales,Junior,16.8,0.58,0,16,6.8,3.3,4.2,Medium
EMP_01332,Marketing,Senior,3.2,0.91,2,14,5.3,3.5,2.9,Medium
EMP_01333,Engineering,Mid,17.8,0.55,9,20,11.0,3.8,3.5,Medium
EMP_01334,HR,Mid,14.7,0.92,0,12,6.6,2.7,3.9,High
EMP_01335,HR,Junior,3.7,0.62,2,14,5.5,2.4,4.3,Medium
EMP_01336,Marketing,Senior,11.5,0.66,0,9,10.7,3.7,3.1,Medium
EMP_01337,Engineering,Junior,6.6,0.69,11,13,8.2,2.9,3.0,Low
